0,1-1,「ちかい」と「おきて」の実践に努力して、他のスカウトの模範となる。,true
1,1-2,1級スカウト章を取得してから班長、次長、隊付、上級班長として隊運営に6か月以上携わる。,false
2,1-3,B-Pのラストメッセージを読み、隊長とその内容について話しをする。,true
3,2-1,自身の体力向上に向けて努力していることについて、隊長と話し合う。,true
4,2-2-1,AED（自動体外式除細動器）について以下のことが説明できる。[[enter]]ア）AEDとは何か[[enter]]イ）どういう時に使用するか[[enter]]ウ）使用の手順,false
5,2-2-2,たばこ・アルコール・薬物が人体に及ぼす害について知る,false
6,3-1,技能章から「野営章」「野営炊事章」を含む合計6個取得する。,false
7,3-2,地球環境問題について1つ取り上げ、自分には何ができるかを説明する。,false
8,3-3,班キャンプの計画を立てて1泊以上の固定キャンプを実施し、隊長に報告書を提出する。,true
9,3-4,自分の住む地域のハザードマップを入手し、他のスカウトや指導者にそこに記載されていることから何がわかり、どのような備えが必要かについて説明する。,false
10,4-1,団や地域で取り組んでいる奉仕活動に4日以上（1日1時間以上）参加する。,false
11,5-1,信仰奨励章を取得する。,true
12,6-1,1級スカウトとして4か月以上、隊および班活動に進んで参加したことを班長会議で認めてもらう。,false
